,text,label
5470,"Says Texas lawmakers agreed to cut states rainy day fund in half, spending $4 billion from current $8 billion.",0
5471,Says the Senate will have a record number of female senators in 2013.,1
5472,"We balanced the budget with the 1997 Balanced Budget Act, and ultimately had four consecutive balanced budgets.",1
5473,About 57 percent of registered Democrats in the new (9th Congressional) district come from my old district.,1
5474,"Says a gun bill before the Senate would make it a federal felony to leave town for more than seven days, and leave someone else at home with your firearms.",1
5475,The average family not in the top 10 percent makes less money today than they were making a generation ago.,1
5476,She led the fight to stop health insurance rate hikes and saved Rhode Island families over $150 million.,1
5477,"""Why is January 8th an important date in American history? This day in 1835 is the only day in our history when we have not been in debt.""",1
5478,The Obama administration manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration.,0
5479,Idaho Republican Rep. Mike Simpson is a liberal who voted with Nancy Pelosi to fund sex study programs of San Francisco prostitutes and to regulate the sale of firearms.,0
5480,"Says Arizona congressional candidate Christine Jones called Hillary Clinton a capable and respected leader, and an effective secretary of state. ...Hillary Clinton effective? Christine Jones thinks so.",1
5481,Virtually no Republican in Washington accepts climate change science.,1
5482,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgias governor and insurance commissioner over obstruction to the Affordable Care Act.",0
5483,"The economic impact of new Atlanta Braves stadium includes 9,241 new jobs and $295 million in wages.",0
5484,"In Oregon, women earn an average of 79 cents for every dollar that men earn for doing the same job. Thats just wrong.",1
5485,"It is wrong for the average federal worker today to make more than $100,000 while the average private-sector worker makes less than $70,000.",1
5486,Tim Pawlenty has cut education funding in Minnesota. Classrooms are overcrowded. Districts have gone to four-day school weeks.,1
5487,"Loretta Lynch, the new nominee for attorney general, was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.",0
5488,Rhode Islands legislature is the strongest in the country.,1
5489,"We win when voter turnout is high, we lose when it is low.",0
5490,"Look, we are at war with these people and they dont wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.",0
5491,"""In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.""",1
5492,"In 2010, uninsured voters made up about 5 percent of the electorate.",1
5493,"""The mayor said 'if you happen to be in this country in an undocumented status . . . then we welcome you here. We want you here. We'll protect you here.' """,1
5494,Marriage decreases the probability of child poverty by 82 percent.,1
5495,"Out of the total U.S. military budget, significantly less than 10 percent of that money is used to fight international terrorism.",0
5496,Says it will cost $220 per square foot in hard construction costs to rebuild Portland Public high schools.,1
5497,It is a greater crime to have an untagged alligator than to host an open house party (for kids).,1
5498,We spend more money on lobbying than we do on campaigns.,1
5499,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,1
5500,During her first four years in Washington Sen. Ayotte voted with the Koch brothers nearly 90 percent of the time.,1
5501,"When it comes to fighting terrorism, Another thing we know that does not work, based on lots of empirical evidence, is torture.",1
5502,"The federal Consumer Financial Protection Bureau is collecting financial information, monitoring financial information of millions of Americans without their knowledge and storing it for up to 10 years.",1
5503,"""So far, the Recovery Act is responsible for the jobs of about 2 million Americans who would otherwise be unemployed. ... [And] the Recovery Act is on track to save or create another 1.5 million jobs in 2010.""",1
5504,"At Texas AM University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.",0
5505,"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.",1
5506,"Minnesota is kicking butt relative to Wisconsin on everything from employment and job creation to school test scores, educated work force and a host of other factors and rankings",1
5507,Says he didnt tell viewers that the Obama campaign hid news about the motives behind the attack in Benghazi because Obama was running for re-election.,0
5508,"Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.",1
5509,There are more people killed with baseball bats and hammers than are killed with guns.,0
5510,"If Florida expanded Medicaid, some studies indicate it would create about 120,000 jobs.",1
5511,One extra year of schooling for girls reduces infant mortality rates among their children by up to 10 percent.,1
5512,The debt limit deal allows President Obama to borrow unlimited amounts of money.,0
5513,Oil money from federal leases can only be used to clean up the mess and damages from drilling.,1
5514,"Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor.",0
5515,The Fulton County vote count will be finished by 11:30 p.m. on election night.,1
5516,Says Obamacare is the largest middle-class tax increase in history.,0
5517,Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.,0
5518,On support for Common Core education standards,1
5519,"The failed economic policies of President Barack Obama, the Democrats and the Federal Reserve are making gas prices higher while Americas economy is running on fumes.",0
5520,"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.",0
5521,Says the president of the University of Texas has raised four-year student graduation rates to 75 percent.,0
5522,"Im 59. In either Canada or Great Britain, if I broke my hip, I couldnt get it replaced.",0
