,text,Type
12482,"EU's Barnier rules out full EU-UK trade pact in time for Brexit. BRUSSELS (Reuters) - There is  no possibility  that Britain and the European Union can conclude a free trade agreement by the time Britain leaves in March 2019, EU Brexit negotiator Michel Barner said on Tuesday. Asked about suggestions in London that a trade deal could be ready for signature shortly after Britain is no longer an EU member, Barnier reiterated the EU s official line that only a  political declaration  outlining future trading relations would be ready at the time of Britain s withdrawal. He told reporters after he had briefed EU ministers ahead of a leaders  summit on Friday that negotiating a free trade pact would take longer.  He also stressed that there must be  no backtracking  by Britain on an outline divorce package agreed last week if it wants to negotiate the future relationship. He said that after the summit he hoped he would be able to present draft language early in the new year on the withdrawal treaty, elements of which were agreed last Friday. ",1
5809," U.S. President Donald Trump meets with pharmaceutical executives on Tuesday . Trump tells them government is paying “astronomical” prices for medicines in its health programs . The meeting signals a defusing of tensions that have kept drug stock prices in check since the presidential election . Amgen promises to add 1,600 jobs at his California-based biotechnology company this year .",1
5451, Republican officials are scrambling to tear down signs at the party convention site in Cleveland in order to avoid yet another racial incident . Wall Street Journal reporter Byron Tau photographed a sign in the Quicken Loans Arena labeled ‘White Elevator’ The signs are eerily similar to the signs that once kept America segregated .,0
22981,"Donald Trump’s TRILLION Dollar Bombshell. 21st Century Wire says Is this the biggest new nugget to be found in Trump s joint address from last night?In the following video, Stuart J. Hooper examines Trump s promise to ask Congress for a one trillion dollar fund to rebuild America s infrastructure.Is it possible that this will create millions of jobs? But what of the potential problems that might emerge from the fact that it will be a public-private partnership? Let us know in the comments below.Watch the video here: READ MORE TRUMP NEWS AT: 21st Century Wire Trump FilesSUPPORT 21WIRE  SUBSCRIBE & BECOME A MEMBER @21WIRE.TV",0
15293,"China's Xi: stable development of China-U.S. economic ties to drive global growth. BEIJING (Reuters) - Continued stable development of China-U.S. economic ties will be a major contributor to global growth, Chinese President Xi Jinping said during meetings with United States President Donald Trump in Beijing.  China and the United States should face economic issues in a forward-looking and constructive way and resolve problems by expanding economic cooperation, Xi said, according to a statement issued by China s Ministry of Foreign Affairs on Thursday. China agreed to further lower market entry barriers to its banking, insurance, and securities industries and will gradually reduce vehicle tariffs, the statement said.  U.S. companies announced a slew of deals on Thursday that could be worth as much as $250 billion during Trump s visit to Beijing. ",1
11650,CLASS ACT! WATCH THE TODAY SHOW’S MATT LAUER Get Shot Down By Trump’s Friend New England Patriots Owner Bob Craft [Video].  ,0
22507," Boiler Room EP #68 – 4 Non-Binary Blondes & Social Justice Triggly Convulsions . Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists,  street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals . Join ACR hosts Hesher, & Spore along with Andy Nowicki of Alt Right Blogspot, Jay Dyer from jaysanalysis.com, Jamie Hanshaw (author of Weird Stuff: Hollywood Mind Control) Randy J, and hopefully Daniel Spaulding .",0
10988," Tucker Carlson interviews Jose Antonio Vargas, CEO of Define America . Vargas says he was an undocumented immigrant in this country yet he doesn't think he s illegal . Tucker responded with a perfect line,  But I robbed a liquor store yesterday, which is illegal, but I m not illegal . I don't even know what the point you re making is, I m saying your status is in violation of the law .",0
7137," Rosie O Donnell posted a powerful poem on her website about Donald Trump . The piece really encapsulates everything that is the real estate mogul and failed businessman . It highlights his failures and his outright creepiness, and really goes to show that he s always been this way . The fact that people are still drawn to Trump says more about those people than it does about him .",0
17787," Megyn Kelly Today's ratings have been down compared to the third hour of Today, which was co-hosted by Al Roker and Tamron Hall last fall . NBC sent Hoda Kotb over for a very awkward segment on Kelly s show . By bringing a likeable and relatable host from another (formerly) popular show, NBC managed to reinforce why nobody wants to watch the cringe-inducing host .",0
11005," Bill Maher called Senator Elizabeth Warren “Pocahontas” during his interview with the yawn-inducing Democrat Senator Warren . Warren is best known for lying on a job application to Harvard and the University of Pennsylvania, where she checked the  Native American  box . The first 5 minutes of the interview is filled with whining about how her progressive agenda is being ignored and how capitalism needs to be addressed and taken down .",0
17421," The group, LPAC, launched Lesbians4Hillary on Monday to support the former First Lady s bid to become the nation s first female president . But wait what about this video showing Hillary s unyielding support for traditional marriage? In her 2008 campaign, Clinton did not support gay marriage. It took her five years to publicly say that she supported gay marriage .",0
18075,"ALT-LEFT ATTACKS PHOENIX POLICE…Karma Hits Back Where it Hurts [Video]. Unhinged Democrat protesters converged on the Phoenix Rally to disrupt and create chaos during and after President Trump s speech. There were several instances of police officers being attacked. This is why the video below has gone viral. Watch how the protester kicks the tear gas away then receives a rubber bullet to the groin. Nice shot!Phoenix Trump Protester Ignores Police Orders, Gets Shot By Pepper Ball Before Being Escorted Away By Personpic.twitter.com/gFKq1Yxqnr  Breaking911 (@Breaking911) August 23, 2017THE PROTESTERS BEAT ON A POLICE VAN:Protestors beating on police van arrested protestors inside pic.twitter.com/wTXHtRkWHT  Susanna Black (@SusannaBNews) August 23, 2017ANTIFA ATTACKS TRUMP SUPPORTERS LEAVING RALLY:Antifa lunged at us leaving the #PhoenixRally. Even punched black Trump supporter in the face for being  Nazi. pic.twitter.com/KwSFeLukv0  Democrats for Trump (@YoungDems4Trump) August 23, 2017GANG SIGNS FLASHED BEHIND REPORTER JEFF FLAKE:Alt-Left thug flashes gang signs behind @FoxBusiness reporter @JeffFlock outside @POTUS Trump rally! pic.twitter.com/V8aEWtlHoL  Jim Hoft (@gatewaypundit) August 23, 2017",0
